,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
18084,2007-01-01, Sacramento,106340950.0,MERCY SAN JUAN HOSPITAL,General Acute Care,Intensive Care,9125.0,562.0,7021.0,857,3523.0,32,493,3523.0
18098,2007-01-01, Sacramento,106340951.0,METHODIST HOSPITAL OF SACRAMENTO,General Acute Care,Intensive Care,3650.0,408.0,5462.0,734,-670.0,32,496,-670.0000000000025
18112,2007-01-01, Sacramento,106341006.0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,General Acute Care,Intensive Care,24090.0,1112.0,23064.0,3336,5474.0,32,822,5474.0
18126,2007-01-01, Sacramento,106341051.0,SUTTER GENERAL HOSPITAL,General Acute Care,Intensive Care,8760.0,387.0,6182.0,1864,4829.0,32,755,4829.0
18140,2007-01-01, Sacramento,106341052.0,SUTTER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,109.0,3350.0,1006,6525.0,32,763,6525.000000000001
18154,2007-01-01, Sacramento,106342344.0,KAISER FND HOSP - SOUTH SACRAMENTO,General Acute Care,Intensive Care,3650.0,292.0,3018.0,588,1512.0,32,327,1511.9999999999989
18168,2007-01-01, Sacramento,106342392.0,SIERRA VISTA HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,32,688,-1.8189894035458565e-12
18182,2007-01-01, Sacramento,106344011.0,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,32,610,-1.8189894035458565e-12
18196,2007-01-01, Sacramento,106344017.0,SUTTER CENTER FOR PSYCHIATRY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,32,751,-1.8189894035458565e-12
18210,2007-01-01, Sacramento,106344021.0,HERITAGE OAKS HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,32,264,-1.8189894035458565e-12
18224,2007-01-01, Sacramento,106344029.0,MERCY HOSPITAL - FOLSOM,General Acute Care,Intensive Care,2920.0,275.0,2248.0,119,1066.0,32,485,1065.9999999999989
18238,2007-01-01, Sacramento,106344035.0,KINDRED HOSPITAL - SACRAMENTO,General Acute Care,Intensive Care,1460.0,45.0,1425.0,72,152.0,32,394,151.9999999999984
18252,2007-01-01, Sacramento,106344114.0,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,32,683,-1.8189894035458565e-12
18266,2007-01-01, San Benito,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,239.0,1228.0,323,2254.0,33,250,2253.9999999999995
18280,2007-01-01, San Bernardino,106361105.0,BARSTOW COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,205.0,1043.0,215,837.0,34,50,836.9999999999985
18294,2007-01-01, San Bernardino,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,34,52,-1.8189894035458565e-12
18308,2007-01-01, San Bernardino,106361144.0,CHINO VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,353.0,2010.0,337,3790.0,34,98,3790.000000000001
18322,2007-01-01, San Bernardino,106361166.0,MONTCLAIR HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,568.0,1639.0,280,2129.0,34,511,2128.9999999999995
18336,2007-01-01, San Bernardino,106361223.0,KAISER FND HOSP - FONTANA,General Acute Care,Intensive Care,12410.0,857.0,10550.0,1976,4693.0,34,293,4693.000000000002
18350,2007-01-01, San Bernardino,106361245.0,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,General Acute Care,Intensive Care,2920.0,126.0,1620.0,264,1690.0,34,430,1689.999999999999
18365,2007-01-01, San Bernardino,106361246.0,LOMA LINDA UNIVERSITY MEDICAL CENTER,General Acute Care,Intensive Care,69223.0,7658.0,55015.0,5667,27533.0,34,438,27533.000000000015
18379,2007-01-01, San Bernardino,106361266.0,MOUNTAINS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,34,516,-1.8189894035458565e-12
18393,2007-01-01, San Bernardino,106361274.0,KINDRED HOSPITAL ONTARIO,General Acute Care,Intensive Care,2555.0,136.0,2264.0,522,949.0,34,404,948.9999999999986
18407,2007-01-01, San Bernardino,106361308.0,REDLANDS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,254.0,3550.0,582,1666.0,34,595,1665.999999999999
18421,2007-01-01, San Bernardino,106361318.0,SAN ANTONIO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,246.0,3537.0,911,2000.0,34,617,1999.9999999999989
18435,2007-01-01, San Bernardino,106361323.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,General Acute Care,Intensive Care,4015.0,307.0,5089.0,833,66.0,34,127,65.99999999999817
18449,2007-01-01, San Bernardino,106361339.0,ST. BERNARDINE MEDICAL CENTER,General Acute Care,Intensive Care,9855.0,574.0,12931.0,2932,430.0,34,714,429.9999999999979
18463,2007-01-01, San Bernardino,106361343.0,ST. MARY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,553.0,5844.0,1510,3519.0,34,738,3518.9999999999995
18476,2007-01-01, San Bernardino,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,51.0,1681.0,564,2584.0,34,842,2583.9999999999995
18490,2007-01-01, San Bernardino,106361768.0,PATTON STATE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,34,563,-1.8189894035458565e-12
18504,2007-01-01, San Bernardino,106362041.0,HI-DESERT MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,213.0,980.0,221,914.0,34,265,913.9999999999985
18518,2007-01-01, San Bernardino,106364014.0,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,34,432,-1.8189894035458565e-12
18532,2007-01-01, San Bernardino,106364050.0,CANYON RIDGE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,34,72,-1.8189894035458565e-12
18546,2007-01-01, San Bernardino,106364121.0,SUN HEALTH ROBERT H. BALLARD REHABILITATION HOSP,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,34,747,-1.8189894035458565e-12
18560,2007-01-01, San Bernardino,106364144.0,DESERT VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,206.0,2051.0,501,846.0,34,164,845.9999999999984
18574,2007-01-01, San Bernardino,106364188.0,RANCHO SPECIALTY HOSPITAL,General Acute Care,Intensive Care,2920.0,85.0,2194.0,44,855.0,34,593,854.999999999999
18588,2007-01-01, San Bernardino,106364231.0,ARROWHEAD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1669.0,7489.0,1358,13058.0,34,32,13058.000000000005
18602,2007-01-01, San Diego,106370652.0,ALVARADO HOSPITAL,General Acute Care,Intensive Care,6570.0,769.0,3979.0,1562,4922.0,35,20,4922.0
18616,2007-01-01, San Diego,106370658.0,SCRIPPS MERCY HOSPITAL - CHULA VISTA,General Acute Care,Intensive Care,8760.0,689.0,7531.0,2441,4359.0,35,656,4358.999999999999
18630,2007-01-01, San Diego,106370673.0,CHILDRENS HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,10950.0,898.0,6962.0,0,4886.0,35,88,4886.000000000003
18644,2007-01-01, San Diego,106370689.0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,General Acute Care,Intensive Care,1095.0,64.0,353.0,77,883.0,35,669,882.9999999999987
18658,2007-01-01, San Diego,106370693.0,SHARP CABRILLO HOSPITAL,General Acute Care,Intensive Care,3650.0,0.0,0.0,0,3650.0,35,666,3650.0000000000005
18672,2007-01-01, San Diego,106370694.0,SHARP MEMORIAL HOSPITAL,General Acute Care,Intensive Care,9490.0,351.0,8305.0,2151,3687.0,35,674,3686.9999999999986
18686,2007-01-01, San Diego,106370695.0,SHARP MARY BIRCH HOSPITAL FOR WOMEN,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,670,-1.8189894035458565e-12
18700,2007-01-01, San Diego,106370714.0,GROSSMONT HOSPITAL,General Acute Care,Intensive Care,16790.0,478.0,11220.0,2706,8754.0,35,247,8754.000000000004
18713,2007-01-01, San Diego,106370721.0,KINDRED HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,2920.0,36.0,1570.0,30,1416.0,35,395,1415.9999999999993
18727,2007-01-01, San Diego,106370730.0,KAISER FND HOSP - SAN DIEGO,General Acute Care,Intensive Care,8760.0,584.0,7093.0,1288,3539.0,35,318,3538.9999999999995
18741,2007-01-01, San Diego,106370744.0,SCRIPPS MERCY HOSPITAL,General Acute Care,Intensive Care,8030.0,472.0,8580.0,1136,1058.0,35,655,1057.999999999999
18756,2007-01-01, San Diego,106370745.0,SHARP MESA VISTA HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,675,-1.8189894035458565e-12
18770,2007-01-01, San Diego,106370749.0,ALVARADO PARKWAY INSTITUTE B.H.S.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,23,-1.8189894035458565e-12
18784,2007-01-01, San Diego,106370755.0,PALOMAR MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,574.0,9929.0,4964,3274.0,35,558,3273.9999999999964
18798,2007-01-01, San Diego,106370759.0,PARADISE VALLEY HOSPITAL,General Acute Care,Intensive Care,3650.0,163.0,2061.0,296,2048.0,35,559,2047.9999999999995
18812,2007-01-01, San Diego,106370771.0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,General Acute Care,Intensive Care,10585.0,379.0,9121.0,804,2647.0,35,654,2647.000000000001
18826,2007-01-01, San Diego,106370780.0,TRI-CITY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,203.0,2941.0,888,3260.0,35,798,3260.0
18840,2007-01-01, San Diego,106370782.0,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,General Acute Care,Intensive Care,13870.0,1341.0,8517.0,1668,8362.0,35,821,8362.000000000002
18854,2007-01-01, San Diego,106370787.0,PROMISE HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,1825.0,33.0,1658.0,0,200.0,35,579,199.99999999999858
18868,2007-01-01, San Diego,106370875.0,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,356.0,7473.0,1451,9299.0,35,667,9299.000000000004
18882,2007-01-01, San Diego,106370977.0,POMERADO HOSPITAL,General Acute Care,Intensive Care,4380.0,268.0,3473.0,1736,2911.0,35,571,2910.999999999998
18896,2007-01-01, San Diego,106371256.0,SCRIPPS GREEN HOSPITAL,General Acute Care,Intensive Care,4380.0,562.0,3234.0,1078,2786.0,35,652,2785.999999999999
18910,2007-01-01, San Diego,106371394.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care,Intensive Care,4380.0,291.0,3640.0,1141,2172.0,35,653,2171.9999999999986
18924,2007-01-01, San Diego,106374024.0,AURORA SAN DIEGO,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,41,-1.8189894035458565e-12
18938,2007-01-01, San Diego,106374049.0,SHARP VISTA PACIFICA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,676,-1.8189894035458565e-12
18952,2007-01-01, San Diego,106374055.0,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,619,-1.8189894035458565e-12
18967,2007-01-01, San Diego,106374063.0,ALVARADO HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,20,-1.8189894035458565e-12
18981,2007-01-01, San Diego,106374084.0,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,620,-1.8189894035458565e-12
18996,2007-01-01, San Diego,106374094.0,CONTINENTAL REHABILITATION HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,35,138,-1.8189894035458565e-12
19010,2007-01-01, San Diego,106374141.0,"UCSD-LA JOLLA, JOHN M AND SALLY B. THORNTON HOSPITAL",General Acute Care,Intensive Care,4380.0,273.0,3573.0,402,1482.0,35,810,1481.999999999999
19024,2007-01-01, San Francisco,106380777.0,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,General Acute Care,Intensive Care,272.0,78.0,1036.0,193,-493.0,36,65,-493.00000000000216
19038,2007-01-01, San Francisco,106380826.0,CALIFORNIA PACIFIC MED CTR-CALIFORNIA EAST,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,36,64,-1.8189894035458565e-12
19052,2007-01-01, San Francisco,106380842.0,JEWISH HOME,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,36,279,-1.8189894035458565e-12
19064,2007-01-01, San Francisco,106380857.0,KAISER FND HOSP - GEARY S F,General Acute Care,Intensive Care,11680.0,411.0,7597.0,2403,6897.0,36,296,6897.000000000001
19078,2007-01-01, San Francisco,106380865.0,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,36,417,-1.8189894035458565e-12
19092,2007-01-01, San Francisco,106380868.0,LANGLEY PORTER PSYCHIATRIC INSTITUTE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,36,420,-1.8189894035458565e-12
19107,2007-01-01, San Francisco,106380895.0,UCSF MEDICAL CENTER AT MOUNT ZION,General Acute Care,Intensive Care,2555.0,33.0,1123.0,404,1869.0,36,815,1868.9999999999993
19121,2007-01-01, San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,General Acute Care,Intensive Care,10585.0,210.0,6997.0,621,4419.0,36,69,4419.000000000002
19134,2007-01-01, San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,General Acute Care,Intensive Care,2920.0,94.0,2134.0,367,1247.0,36,67,1246.9999999999989
19148,2007-01-01, San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,400.0,8563.0,1296,1163.0,36,622,1162.999999999999
19162,2007-01-01, San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,318.0,4233.0,0,-265.0,36,717,-265.0000000000014
19176,2007-01-01, San Francisco,106380964.0,ST. LUKES HOSPITAL,General Acute Care,Intensive Care,3650.0,201.0,2444.0,324,1731.0,36,733,1730.999999999999
19190,2007-01-01, San Francisco,106380965.0,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",General Acute Care,Intensive Care,13505.0,0.0,3448.0,1049,11106.0,36,739,11106.000000000005
19205,2007-01-01, San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,25409.0,558.0,20689.0,4367,9645.0,36,813,9645.000000000005
19219,2007-01-01, San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,43.0,901.0,42,1009.0,36,97,1008.9999999999989
19233,2007-01-01, San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,256.0,3485.0,616,1767.0,37,155,1766.9999999999989
19247,2007-01-01, San Joaquin,106390922.0,LODI MEMORIAL HOSPITAL - WEST,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,37,428,-1.8189894035458565e-12
19261,2007-01-01, San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,295.0,2843.0,0,1102.0,37,427,1101.999999999999
19275,2007-01-01, San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,254.0,4453.0,985,2626.0,37,627,2625.999999999999
19289,2007-01-01, San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,General Acute Care,Intensive Care,3650.0,186.0,2864.0,834,1806.0,37,730,1805.9999999999986
19303,2007-01-01, San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,186.0,1632.0,262,1736.0,37,768,1735.999999999999
19317,2007-01-01, San Joaquin,106392232.0,ST. JOSEPHS BEHAVIORAL HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,37,728,-1.8189894035458565e-12
19331,2007-01-01, San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,187.0,1729.0,463,1841.0,37,166,1840.999999999999
19346,2007-01-01, San Joaquin,106394003.0,SAN JOAQUIN COUNTY P.H.F.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,37,626,-1.8189894035458565e-12
19360,2007-01-01, San Joaquin,106394009.0,KAISER FND HOSP-MANTECA,General Acute Care,Intensive Care,2190.0,171.0,1630.0,373,1104.0,37,333,1103.9999999999986
19374,2007-01-01, San Luis Obisp,106400466.0,ARROYO GRANDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,128.0,1526.0,221,1743.0,38,33,1742.999999999999
19388,2007-01-01, San Luis Obisp,106400480.0,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,178.0,1979.0,592,1711.0,38,221,1710.9999999999989
19402,2007-01-01, San Luis Obisp,106400524.0,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,181.0,2665.0,464,1995.0,38,689,1994.9999999999995
19416,2007-01-01, San Luis Obisp,106400548.0,TWIN CITIES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3940.0,179.0,1940.0,503,2682.0,38,806,2681.9999999999995
19430,2007-01-01, San Luis Obisp,106404046.0,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,38,633,-1.8189894035458565e-12
19444,2007-01-01, San Mateo,106410742.0,MILLS  HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,39,500,-1.8189894035458565e-12
19458,2007-01-01, San Mateo,106410782.0,SAN MATEO MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,127.0,1847.0,0,835.0,39,634,834.9999999999992
19472,2007-01-01, San Mateo,106410804.0,KAISER FND HOSP - REDWOOD CITY,General Acute Care,Intensive Care,3650.0,143.0,3298.0,816,1311.0,39,310,1310.9999999999986
19486,2007-01-01, San Mateo,106410806.0,KAISER FND HOSP - SOUTH SAN FRANCISCO,General Acute Care,Intensive Care,5475.0,249.0,3490.0,727,2961.0,39,328,2961.0
19500,2007-01-01, San Mateo,106410817.0,SETON MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,0.0,4002.0,994,2102.0,39,664,2101.9999999999995
19514,2007-01-01, San Mateo,106410828.0,SETON MEDICAL CENTER - COASTSIDE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,39,665,-1.8189894035458565e-12
19528,2007-01-01, San Mateo,106410852.0,PENINSULA MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,422.0,5306.0,1307,5183.0,39,564,5183.000000000001
19542,2007-01-01, San Mateo,106410891.0,SEQUOIA HOSPITAL,General Acute Care,Intensive Care,7300.0,151.0,2938.0,903,5416.0,39,661,5416.000000000001
19556,2007-01-01, San Mateo,106414018.0,MENLO PARK SURGICAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,39,482,-1.8189894035458565e-12
19570,2007-01-01, Santa Barbara,106420483.0,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,4015.0,227.0,728.0,189,3703.0,40,242,3703.0000000000005
19584,2007-01-01, Santa Barbara,106420491.0,LOMPOC HEALTHCARE DISTRICT,General Acute Care,Intensive Care,1460.0,137.0,929.0,267,935.0,40,441,934.9999999999985
19598,2007-01-01, Santa Barbara,106420493.0,MARIAN MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,40,463,-1.8189894035458565e-12
19612,2007-01-01, Santa Barbara,106420514.0,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care,Intensive Care,7300.0,353.0,4854.0,2053,4852.0,40,638,4851.999999999999
19626,2007-01-01, Santa Barbara,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,40,651,-1.8189894035458565e-12
19640,2007-01-01, Santa Barbara,106424002.0,SANTA BARBARA COUNTY P.H.F.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,40,639,-1.8189894035458565e-12
19654,2007-01-01, Santa Barbara,106424047.0,REHABILITATION INSTITUTE AT SANTA BARBARA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,40,598,-1.8189894035458565e-12
19668,2007-01-01, Santa Clara,106430705.0,REGIONAL MEDICAL OF SAN JOSE,General Acute Care,Intensive Care,2920.0,288.0,3269.0,702,641.0,41,597,640.9999999999982
19682,2007-01-01, Santa Clara,106430743.0,COMMUNITY HOSPITAL OF LOS GATOS,General Acute Care,Intensive Care,2555.0,20.0,123.0,85,2537.0,41,126,2537.0
19696,2007-01-01, Santa Clara,106430763.0,EL CAMINO HOSPITAL,General Acute Care,Intensive Care,5840.0,168.0,4644.0,1284,2648.0,41,191,2647.999999999999
19710,2007-01-01, Santa Clara,106430779.0,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care,Intensive Care,8030.0,246.0,5111.0,954,4119.0,41,245,4119.000000000001
19724,2007-01-01, Santa Clara,106430805.0,KAISER FND HOSP - SANTA CLARA,General Acute Care,Intensive Care,5508.0,207.0,3733.0,665,2647.0,41,323,2647.0
19738,2007-01-01, Santa Clara,106430837.0,OCONNOR HOSPITAL - SAN JOSE,General Acute Care,Intensive Care,5110.0,150.0,2693.0,833,3400.0,41,538,3400.0
19752,2007-01-01, Santa Clara,106430883.0,SANTA CLARA VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,424.0,9907.0,1823,8400.0,41,642,8400.000000000004
19766,2007-01-01, Santa Clara,106430905.0,STANFORD HOSPITAL,General Acute Care,Intensive Care,24455.0,573.0,17929.0,2105,9204.0,41,743,9204.000000000004
19780,2007-01-01, Santa Clara,106430915.0,MISSION OAKS HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,41,507,-1.8189894035458565e-12
19794,2007-01-01, Santa Clara,106431013.0,AGNEWS STATE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,41,3,-1.8189894035458565e-12
19808,2007-01-01, Santa Clara,106431506.0,KAISER FND HOSP - SANTA TERESA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,5110.0,318.0,5491.0,1278,1215.0,41,325,1214.9999999999986
19822,2007-01-01, Santa Clara,106434040.0,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,General Acute Care,Intensive Care,8760.0,206.0,8197.0,1293,2062.0,41,459,2061.999999999999
19836,2007-01-01, Santa Clara,106434051.0,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,41,96,-1.8189894035458565e-12
19850,2007-01-01, Santa Clara,106434138.0,ST. LOUISE REGIONAL HOSPITAL,General Acute Care,Intensive Care,1460.0,159.0,1362.0,217,474.0,41,732,473.99999999999835
19864,2007-01-01, Santa Clara,106434153.0,KAISER FND HOSP - SANTA CLARA,General Acute Care,Intensive Care,11626.0,128.0,2609.0,472,9617.0,41,323,9617.000000000004
19878,2007-01-01, Santa Cruz,106440755.0,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,General Acute Care,Intensive Care,3650.0,176.0,2881.0,790,1735.0,42,177,1734.9999999999989
19892,2007-01-01, Santa Cruz,106441807.0,DOMINICAN HOSPITAL-SANTA CRUZ/FREDERICK,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,42,176,-1.8189894035458565e-12
19906,2007-01-01, Santa Cruz,106444012.0,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,42,758,-1.8189894035458565e-12
